site,morphotype,order,family,genus,species,specimen_number,measurer_comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,DSCN0544,,,0.11,,27.232,,8.918,,,,,,,,
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,DSCN0635,,0,,,51.07,,9.91,,4.646,19.872,4.546,19.632,17.122,4,
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,DSCN0684,,0,,,28.94,,7.282,,1.566,9.077,1.546,8.969,7.253,3,
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,DSCN0686,,0,,,32.556,,7.596,,3.632,12.207,3.595,12.054,8.284,3,
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,ND03-1.41,,0,0.35,0.076,48.356,,8.619,,11.073,21.17,10.906,20.454,11.65,14,
Fox Hills,FH2,Proteales,Platanaceae,"""Vitis""",stantonii,M7,,0,,,,,,,4.432,13.616,4.389,13.516,7.281,3,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0516,,1,0.13,,46.148,,9.781,,46.148,,46.148,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0590,,1,0.19,0.639,80.123,,12.825,,80.123,,80.123,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0591,,1,0.19,0.607,74.078,,12.478,,74.078,,74.078,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0609,,1,,,73.192,,10.061,,73.192,,73.192,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0755,,1,0.15,0.309,24.463,,6.999,,24.463,,24.463,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,DSCN0766,,1,0.2,,67.307,,11.601,,67.307,,67.307,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,ND03-1.75,,1,0.21,0.63,71.718,,12.563,,71.718,,71.718,,,0,
Fox Hills,FH3,Magnoliales,Magnoliaceae,Liriodendrites,bradacii,M3,,1,0.12,0.044,25.571,,7.736,,25.571,,25.571,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,DSCN0401,,1,,,16.235,,7.444,,16.235,,16.235,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,DSCN0406,,1,,,13.416,,9.603,,13.416,,13.416,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,DSCN0482,,1,,,17.218,,9.573,,17.218,,17.218,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,DSCN0601,,1,,0.168,24.83,,9.987,,24.83,,24.83,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,ND03-1.86b,,1,0.1,0.112,8.273,,6.897,,8.273,,8.273,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,M10,,1,,,11.349,,7.999,,11.349,,11.349,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,rhamnus-1,,1,,,7.826,,6.449,,7.826,,7.826,,,0,
Fox Hills,FH10,Rosales,Rhamnaceae,Rhamnus,salicifolius,rhamnus.go,,1,,0.017,8.166,,7.672,,8.166,,8.166,,,0,
Fox Hills,FH11,Proteales,Platanaceae,Platanites,marginata,DSCN0414,,0,,,,,,,10.371,23.185,10.346,22.762,16.548,7,
Fox Hills,FH11,Proteales,Platanaceae,Platanites,marginata,ND03-1.83,,0,0.15,,53.569,,11.445,,13.776,26.392,13.611,26.03,15.73,2,
Fox Hills,FH12,Proteales,,Dalbergites,simplex,DSCN0699,,1,,,15.618,,4.766,,15.618,,15.618,,,0,
Fox Hills,FH12,Proteales,,Dalbergites,simplex,M12,,1,0.07,0.002,6.51,,3.377,,6.51,,6.51,,,0,
Fox Hills,FH12,Proteales,,Dalbergites,simplex,M12_go2,,1,,,7.85,,3.28,,7.85,,7.85,,,0,
Fox Hills,FH15,Proteales,,"""Juglans""",arctica,ND03-1.48,,1,0.17,0.036,29.291,,9.173,,29.291,,29.291,,,0,
Fox Hills,FH15,Proteales,,"""Juglans""",arctica,DSCN0773,,1,0.06,,37.108,,10.307,,37.108,,37.108,,,0,
Fox Hills,FH20,Proteales,,,,DSCN0761,,0,,,66.197,,10.264,,13.893,31.149,13.589,30.107,25.002,7,
Fox Hills,FH20,Proteales,,,,DSCN0763,,0,,,61.912,,9.774,,12.025,23.626,11.839,22.92,19.35,4,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0546,,0,,,,,,,7.893,13.25,7.625,12.619,6.386,4,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0661,,0,,,39.072,,9.23,,6.784,22.638,6.678,21.704,8.901,11,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0666,,0,,,39.988,,9.567,,9.766,32.53,9.619,31.348,22.664,13,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0732,,0,,,53.3,,9.509,,9.211,17.692,9.036,17.318,10.658,7,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0733,,0,0.13,0.052,48.954,,8.796,,19.224,23.217,18.953,22.302,11.79,20,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,DSCN0782,,0,0.1,0.106,21.946,,6.985,,6.457,20.788,6.385,20.229,13.824,8,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,ND03-1.84,,0,0.08,0.038,13.924,,6.231,,1.574,11.5,1.539,11.283,8.57,3,
Fox Hills,FH26,Proteales,Platanaceae,Grewiopsis,saportana,ND03-1.32,,0,,,,,,,1.722,6.034,1.682,5.829,3.738,3,
Fox Hills,FH27,Dilleniales,Dilleniaceae,,,ND03-1.40,,0,0.26,1.008,46.81,,10.256,,16.425,33.376,15.947,32.214,23.696,16,
Fox Hills,FH28,,,"""Macclintockia""",electilis,DSCN0551,,1,0.07,,3.651,,3.04,,3.651,,3.651,,,0,
Fox Hills,FH30,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,ellipticum,DSCN0567,,0,,,6.668,,3.498,,1.574,9.488,1.56,9.429,5.653,3,
Fox Hills,FH30,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,ellipticum,DSCN0568,,0,,,6.662,,3.617,,3.109,11.901,3.043,11.576,6.443,12,
Fox Hills,FH35,Proteales,Platanaceae,,,DSCN0613,,0,,,12.028,,4.815,,2.768,13.448,2.703,13.169,9.707,7,
Fox Hills,FH36,,,,,DSCN0649,,0,,,33.986,,7.652,,15.345,19.974,14.036,18.414,11.858,5,
Fox Hills,FH36,,,,,DSCN0651,,0,,,40.254,,7.922,,17.669,20.423,14.979,18.208,12.132,5,
Fox Hills,FH40,,,,,ND03-1.52,,0,0.05,0.004,3.182,,2.02,,0.344,3.939,0.323,3.2,2.439,5,
Fox Hills,FH41,,,,,ND03-1.58,,0,,,,,,,0.785,4.28,0.763,4.009,2.205,3,
Fox Hills,FH49,,,,,DSCN0789,,0,0.1,,18.663,,8.528,,3.095,15.131,3.041,14.826,11.87,9,
Fox Hills,FH49,,,,,DSCN0804,,0,0.13,,17.795,,7.073,,3.304,21.216,3.263,20.913,17.63,13,
Fox Hills,FH50,,,,,ND03-1.69,,0,,,,,,,0.656,5.56,0.552,5.084,2.593,5,
Fox Hills,FH51,,,"""Vitis""",stantonii,ND03-1.65,,0,,,,,,,1.027,4.987,0.945,4.676,2.67,3,1
Fox Hills,FH51,,,"""Vitis""",stantonii,ND03-1.35,,0,,,50.294,,10.723,,4.455,21.768,4.415,21.527,18.868,4,
Fox Hills,FH58,Laurales,Lauraceae,Marmarthia,johnsonii,ND03-1.105,,0,,,45.186,,8.546,,9.23,16.403,7.81,15.223,9.194,3,
Fox Hills,FH61,,,,,A140 11-12,,1,,,1.268,,2.585,,1.268,,1.268,,,0,
Fox Hills,FH61,,,,,A140 11-12,,1,0.03,,0.947,,2.356,,0.947,,0.947,,,0,
Fox Hills,FH63,Cornales,Cornaceae,Cornus,,A140.10,,0,,,,,,,1.708,5.773,1.609,5.276,3.691,1,
Fox Hills,FH64,,,,,bigleaf1,,1,0.28,1.416,43.93,,12.359,,43.93,,43.93,,,0,
Fox Hills,FH64,,,,,ND03-1.49,,1,0.14,,43.664,,12.261,,43.664,,43.664,,,0,
Fox Hills,FH70,,,,,ND03-1.1,,1,0.06,0.041,3.689,,3.919,,3.689,,3.689,,,0,
Fox Hills,FH71,Laurales,,,,A140.3,,1,0.04,,9.788,,5.433,,9.788,,9.788,,,0,
Fox Hills,FH72,,,,,ND03-1.62,,1,0.13,,9.062,,4.247,,9.062,,9.062,,,0,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM80010,,0,0.122,0.122,76.282,,11.652,,17.147,43.058,16.786,40.631,29.446,14,1
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,71,,0,,,52.87,,12.869,,10.483,18.355,10.087,17.052,11.668,9,1
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM53487-2,,0,,,17.172,,6.785,,2.783,16.336,2.723,15.564,12.119,14,3
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,42,,0,,,45.416,,10.985,,15.28,24.415,15.035,23.184,15.892,23,4
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,51,,0,,,25.344,,8.538,,7.673,20.721,7.484,19.68,13.556,18,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,59,,0,0.101,0.101,23.499,,7.784,,1.786,5.788,1.77,5.77,4.155,2,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM175038-2,,0,0.122,0.122,16.598,,5.942,,5.938,10.745,5.781,10.455,5.261,5,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,39,,0,,,15.588,,6.612,,2.529,13.101,2.508,12.947,9.099,3,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,40,,0,,,24.276,,7.533,,5.476,15.917,5.439,15.713,10.025,2,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,41,,0,,,26.596,,8.973,,6.801,18.463,6.626,17.81,13.506,9,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM17593a,,0,0.238,0.238,31.308,,8.918,,5.292,14.051,5.18,13.251,9.426,9,1
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM175090a,,0,0.024,0.024,28.196,,6.778,,12.481,21.051,11.717,17.606,9.123,17,8
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM175093a,,0,0.188,0.188,29.43,,8.373,,4.257,16.099,4.171,15.462,12.692,8,
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM175095,,0,,,41.414,,9.845,,10.441,25.541,10.169,22.946,17.481,16,5
Williston Basin I,LM10,Cornales,Nyssaceae,Browniea,serrata,YPM175156a,,0,0.088,0.088,23.554,,7.263,,6.995,19.894,6.771,17.503,12.935,20,4
Williston Basin I,LM100,Proteales,Platanaceae,,,YPM175022a,,0,0.209,0.209,22.971,,6.399,,14.823,28.86,14.418,27.632,11.821,21,
Williston Basin I,LM104,,,,,YPM175081,,1,,,13.678,,6.623,,13.678,,13.678,,,0,
Williston Basin I,LM117,Laurales,Lauraceae,Melastomatites,montanensis,YPM80039b,,1,0.53,0.53,43.99,,10.984,,43.99,,43.99,,,0,
Williston Basin I,LM121,,,,,YPM175103,,0,,,10.554,,6.884,,3.036,14.129,2.999,13.775,8.787,3,
Williston Basin I,LM122,,,,,YPM175088,,0,0.318,0.318,46.995,,12.601,,12.845,19.449,12.535,17.807,7.791,22,5
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,YPM80079,,1,,,8.768,,6.333,,8.768,,8.768,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,67,,1,,,5.154,,4.823,,5.154,,5.154,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,YPM175030,,1,,,12.201,,6.936,,12.201,,12.201,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,YPM175031,,1,0.014,0.014,5.567,,5.172,,5.567,,5.567,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,YPM53487,,1,,,13.847,,6.807,,13.847,,13.847,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,68,,1,,,17.819,,8.04,,17.819,,17.819,,,0,
Williston Basin I,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,69,,1,,,14.383,,6.898,,14.383,,14.383,,,0,
Williston Basin I,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175091,,0,,,19.21,,7.695,,11,25.331,10.717,23.603,14.461,24,1
Williston Basin I,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175094,,0,,,8.117,,5.682,,3.255,13.256,3.123,12.67,6.895,20,1
Williston Basin I,LM26,,,Ficus,artocarpoides,44,,0,,,15.266,,6.6,,7.284,14.407,7.15,13.887,6.152,11,3
Williston Basin I,LM26,,,Ficus,artocarpoides,74,,0,,,45.783,,11.249,,18.086,28.373,17.97,28.078,15.551,3,
Williston Basin I,LM26,,,Ficus,artocarpoides,YPM175145,,,,,59.968,,11.321,,,,,,,,
Williston Basin I,LM29,,,,,52,,1,0.082,0.082,45.684,,9.435,,45.684,,45.684,,,0,
Williston Basin I,LM29,,,,,YPM175005a,,1,0.068,0.068,18.069,,6.997,,18.069,,18.069,,,0,
Williston Basin I,LM29,,,,,YPM175016a,,1,,,40.589,,8.852,,40.589,,40.589,,,0,
Williston Basin I,LM32,,,,,YPM80214,,1,,,36.531,,10.008,,36.531,,36.531,,,0,
Williston Basin I,LM35,,,,,YPM78681,,0,,,35.492,,9.259,,17.43,22.006,16.76,21.591,11.03,7,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175021,,0,,,22.922,,8.07,,9.386,15.98,8.823,14.139,5.353,4,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM8655,,1,,,19.196,,7.581,,19.196,,19.196,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,72,,0,,,11.745,,6.198,,2.075,6.271,2.049,6.229,3.503,3,
Williston Basin I,LM39,,,Cornus,nebrascensis,73,,1,,,35.541,,9.373,,35.541,,35.541,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM78659,,1,0.028,0.028,5.358,,3.63,,5.358,,5.358,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,43,,1,0.16,0.16,14.259,,5.912,,14.259,,14.259,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175087a,,0,,,44.332,,12.334,,26.615,35.555,24.994,31.678,10.521,7,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175087b,,1,,,18.225,,8.586,,18.225,,18.225,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,45,,0,,,26.333,,8.213,,6.838,14.665,6.533,13.886,9.372,4,
Williston Basin I,LM39,,,Cornus,nebrascensis,50,,1,,,37.889,,12.353,,37.889,,37.889,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,46,,1,,,26.683,,8.85,,26.683,,26.683,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,47,,1,,,27.013,,6.671,,27.013,,27.013,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,48,,1,,,7.402,,4.769,,7.402,,7.402,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175088,,1,,,28.05,,8.105,,28.05,,28.05,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175083a,,1,,,31.381,,8.657,,31.381,,31.381,,,0,
Williston Basin I,LM39,,,Cornus,nebrascensis,YPM175084,,0,0.198,0.198,38.534,,8.093,,11.485,14.782,11.169,14.18,6.827,1,
Williston Basin I,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80063,,0,,,34.75,,9.043,,9.813,22.133,9.425,21.524,14.224,6,
Williston Basin I,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80086,,0,0.062,0.062,22.882,,6.092,,4.312,14.364,4.176,14.075,9.796,5,
Williston Basin I,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80092,,0,0.12,0.12,11.309,,5.14,,4.527,10.176,4.48,10.026,4.41,3,
Williston Basin I,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80098,,0,,,30.434,,6.972,,14.744,18.698,14.333,18.099,11.956,7,
Williston Basin I,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80101,,0,0.029,0.029,46.385,,9.055,,17.223,24.445,16.709,23.707,16.46,7,1
Williston Basin I,LM47,,,,,YPM52360a,,0,,,12.408,,4.427,,1.989,9.124,1.939,8.399,5.197,17,
Williston Basin I,LM47,,,,,YPM78685-1,,0,,,5.177,,4.452,,1.486,8.056,1.449,7.648,4.534,9,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,70,,0,,,9.413,,3.983,,5.817,15.102,5.478,14.186,6.357,5,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,42,,0,,,46.078,,8.236,,20.591,24.451,19.783,22.743,4.404,23,4
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175086,,0,,,11.435,,4.209,,7.668,20.526,7.485,19.722,8.823,16,4
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,49,,0,,,44.006,,8.575,,16.069,26.239,15.488,24.839,17.839,6,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,53,,0,,,22.835,,6.169,,9.928,15.851,9.268,14.679,5.882,5,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,54,,0,0.029,0.029,15.536,,5.677,,5.836,18.108,5.284,17.036,7.8,4,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,55,,0,,,38.601,,8.307,,12.357,25.332,11.468,23.109,17.006,5,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,56,,0,0.506,0.506,21.707,,5.803,,5.146,11.501,4.566,10.92,4.765,4,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,57,,0,,,29.71,,7.193,,7.207,16.033,6.735,15.342,12.021,2,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,58,,0,0.05,0.05,35.627,,7.358,,18.003,26.72,17.526,25.448,13.308,3,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM8218,,0,,,12.662,,5.693,,5.992,12.548,5.671,11.947,4.897,9,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM53467,,0,,,20.461,,6.589,,8.16,22.974,7.852,22.201,11.883,9,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM80235,,,,,21.354,,5.272,,,,,,,,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175008a,,0,0.213,0.213,16.223,,5.632,,11.669,21.835,10.979,19.647,8.028,12,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175009,,,0.211,0.211,41.06,,8.048,,,,,,,,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175010,,0,0.02,0.02,22.754,,5.83,,3.054,7.719,2.815,7.339,4.691,3,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175011,,0,,,22.167,,6.19,,16.82,18.974,16.038,17.102,9.049,12,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM175013,,0,,,35.556,,7.341,,8.229,19.462,7.809,18.784,8.823,4,1
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM80219,,0,0.043,0.043,27.156,,6.827,,6.114,11.783,5.912,11.243,5.709,8,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM80248a,,0,,,33.648,,7.307,,16.361,18.688,15.588,17.472,8.553,10,3
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,60,,0,0.065,0.065,4.689,,3.214,,1.594,9.113,1.464,8.597,4.689,4,
Williston Basin I,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,61,,0,0.089,0.089,14.639,,4.997,,5.094,13.532,4.898,13.067,8.296,4,1
Williston Basin I,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,65,,0,0.19,0.19,19.614,,5.515,,6.377,12.198,6.127,11.768,4.897,4,
Williston Basin I,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,66,,0,,,9.634,,3.824,,4.259,16.888,4.179,16.698,10.174,3,
Williston Basin I,LM92,,,,,YPM175028,,0,0.034,0.034,10.008,,6.014,,1.37,11.937,1.344,11.78,8.581,10,1
Williston Basin I,LM92,,,,,YPM78687,,0,,,,,,,1.463,7.931,1.438,7.835,5.9,7,
Williston Basin I,LM93,,,,,YPM175027,,0,,,,,,,6.228,14.244,6.09,14.019,6.861,9,
Williston Basin I,LM99,,,,,YPM175189,,0,,,5.636,,3.971,,3.034,10.445,2.833,9.764,4.176,9,3
Williston Basin II,LM10,Cornales,Nyssaceae,Browniea,serrata,6,,0,0.1,0.049,17.643,,7.352,,5.135,16.278,4.992,15.01,10.09,15,
Williston Basin II,LM106,Saxifragales,Cercidiphyllaceae?,Populus,cordata,YPM175129,,0,0.19,0.047,30.992,,6.785,,22.869,28.972,22.218,25.89,10.701,21,6
Williston Basin II,LM106,Saxifragales,Cercidiphyllaceae?,Populus,cordata,YPM80136,,0,0.16,0.256,34.482,,8.104,,14.155,16.905,13.682,14.779,6.569,13,8
Williston Basin II,LM106,Saxifragales,Cercidiphyllaceae?,Populus,cordata,YPM175097,,0,0.14,,22.296,,6.443,,9.9,20.821,9.756,19.36,10.038,5,
Williston Basin II,LM106,Saxifragales,Cercidiphyllaceae?,Populus,cordata,YPM80022,,0,0.11,,17.012,,5.156,,5.847,20.527,5.392,18.34,12.292,12,2
Williston Basin II,LM107,,,,,YPM175123,,1,0.08,0.152,8.764,,6.695,,8.764,,8.764,,,0,
Williston Basin II,LM109,,,,,YPM175124a,,0,,,30.525,,10.219,,8.938,26.41,8.874,26.181,19.908,19,
Williston Basin II,LM109,,,,,YPM175128,,0,,,23.753,,9.54,,5.744,15.565,5.651,15.351,9.484,5,1
Williston Basin II,LM109,,,,,YPM175131a,,0,,,,,,,2.055,6.167,1.987,6.042,4.017,6,
Williston Basin II,LM110,,,,,YPM175130,,0,,,12.071,,5.832,,5.815,11.64,5.796,11.506,5.002,8,
Williston Basin II,LM118,Sabiales,Sabiaceae,,,YPM175100a,,0,0.11,0.17,16.764,,8.776,,8.789,22.011,8.501,21.346,9.477,9,1
Williston Basin II,LM119,,,,,YPM80024a,,1,0.14,0.511,17.535,,9.652,,17.535,,17.535,,,0,
Williston Basin II,LM12,Proteales,Platanaceae,,,YPM78691,,0,,,10.63,,4.564,,6.03,16.557,5.897,15.972,7.889,5,
Williston Basin II,LM13,,,Planera,crenata,YPM80145c,,0,0.06,,5.509,,4.099,,4.18,12.915,3.566,11.347,2.961,8,
Williston Basin II,LM13,,,Planera,crenata,YPM80264a,,0,0.07,0.037,16.747,,7.082,,12.987,21.845,10.964,18.216,3.774,11,
Williston Basin II,LM13,,,Planera,crenata,YPM175188,,0,0.07,0.047,14.655,,6.399,,5.128,12.998,4.26,11.264,6.16,3,
Williston Basin II,LM14,Fagales,Juglandaceae,Juglandiphyllites,glabra,38,,0,,,14.935,,7.383,,2.421,7.421,2.365,7.029,2.596,14,4
Williston Basin II,LM14,Fagales,Juglandaceae,Juglandiphyllites,glabra,YPM175110,,0,,,,,,,2.354,6.724,2.322,6.355,4.543,11,
Williston Basin II,LM14,Fagales,Juglandaceae,Juglandiphyllites,glabra,YPM78615,,0,,,19.606,,8.197,,3.641,16.883,3.577,16.215,6.982,17,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM78649,,0,,,,,,,2.212,8.975,2.006,8.348,5.107,7,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM80023,,0,,,,,,,8.358,15.311,7.814,14.253,9.606,5,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM80262,,0,,,29.146,,9.695,,7.728,19.587,7.007,17.431,10.267,11,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM80266,,0,,,25.225,,9.851,,7.076,25.835,6.758,24.449,16.065,8,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM80145b,,0,,,21.856,,8.857,,10.02,18.566,8.983,16.486,7.981,7,
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM175098,,0,0.1,,27.161,,11.37,,21.183,33.648,18.839,26.43,11.552,25,2
Williston Basin II,LM15,Fagales,Fagaceae,Fagopsiphyllum,groenlandicum,YPM53466,,0,0.09,0.053,52.12,,13.258,,24.134,34.404,22.283,29.103,10.351,22,
Williston Basin II,LM36,,,,,YPM80257,,0,,,4.196,,2.817,,2.308,9.716,2.258,9.577,5.587,3,
Williston Basin II,LM37,,,,,YPM80261,,0,0.05,0.021,18.991,,7.087,,5.098,10.835,4.963,10.05,5.57,3,
Williston Basin II,LM38,Ericales,Theaceae,,,2,,0,,0.572,50.489,,12.241,,26.884,35.793,26.384,34.846,17.675,17,1
Williston Basin II,LM38,Ericales,Theaceae,,,YPM80145a,,0,,,35.932,,10.88,,21.837,25.203,21.523,24.822,12.825,13,
Williston Basin II,LM38,Ericales,Theaceae,,,YPM175159,,0,,,53.642,,12.995,,31.269,35.029,30.981,34.808,15.826,12,
Williston Basin II,LM38,Ericales,Theaceae,,,YPM78654,,0,,,55.316,,15.743,,22.477,36.632,22.369,36.217,24.312,7,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,4,,0,,,61.466,,10.163,,18.848,19.062,18.106,18.45,9.429,6,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80047,,0,,,,,,,78.735,36.778,77.8,35.454,24.151,10,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80053b,,0,0.15,0.334,52.904,,10.862,,11.715,21.206,11.57,21.032,13.901,3,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80054,,0,,,32.377,,9.411,,21.102,30.549,20.561,29.145,12.474,16,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80069,,0,,,47.235,,9.469,,40.329,34.557,39.22,31.668,9.778,26,
